Gene_ID,C1:fpkm,C2:fpkm,C3:fpkm,L1:fpkm,L2:fpkm,L3:fpkm,H1:fpkm,H2:fpkm,H3:fpkm,Chromosome,Start Site,End Site,Direction,Length,Name,GO,KEGG,UniProtID,Description
Gene06228,13.84936914,12.04991795,6.046758059,5.109723163,11.27406229,9.152456214,4.440394591,3.365053522,4.071502785,BDRX01000046.1,258591,259328,-,564,Rsub_06228,GO:0003735; GO:0005840; GO:0006412,K02879,A0A2V0P318,50S ribosomal protein L17
Gene06229,5.530225683,3.969263572,8.646012368,7.594035197,7.396527186,7.451298826,7.134993017,4.604141008,6.08952052,BDRX01000046.1,259965,262319,+,1350,Rsub_06229,-,K11806,A0A2V0P7Z8,DDB1- and CUL4-associated factor
Gene06230,76.68325091,60.17943013,61.96448699,46.86577071,54.35071716,63.48203478,70.82220553,75.43560977,78.59991677,BDRX01000046.1,263295,266884,-,2748,Rsub_06230,GO:0016021,-,A0A2V0P277,hypothetical protein
Gene06231,24.23479406,20.17299641,21.1378518,17.53225533,21.96477773,15.93809057,16.68639377,11.84233614,19.45656858,BDRX01000046.1,267730,268950,+,609,Rsub_06231,-,-,A0A2V0P4Z3,hypothetical protein
Gene06232,0.090131454,0.036395228,0,0,0,0,0.060352385,0.039638475,0.019184023,BDRX01000046.1,269334,273088,-,2394,Rsub_06232,GO:0005249; GO:0016021; GO:0034765,-,A0A2V0P7X9,potassium voltage-gated subfamily H(eag-related) member
Gene06233,0.291341369,1.617606642,1.49977711,1.235918929,0.953934722,0.856328479,1.097343863,0.560558283,0.89140142,BDRX01000046.1,273609,274793,+,1185,Rsub_06233,-,-,A0A2V0P278,hypothetical protein
Gene06234,10.30442701,8.821202151,6.285172951,7.76119161,12.19125386,12.55742186,7.635873616,9.652593356,10.22052195,BDRX01000046.1,275063,277294,-,1047,Rsub_06234,GO:0000139; GO:0006486; GO:0008378; GO:0016021,K00734,A0A2V0PA56,hypothetical protein
Gene06235,4019.264641,4403.503634,2113.308774,2685.310848,3817.509539,5365.068178,2225.25732,2318.795816,1719.899347,BDRX01000046.1,277588,279104,+,597,Rsub_06235,GO:0005509; GO:0009654; GO:0015979; GO:0019898,K08901,A0A2V0P291,oxygen-evolving enhancer
Gene06236,27.43421205,25.17093972,32.09851152,30.82108426,31.02653755,23.88057236,25.30374309,17.24670051,22.92682606,BDRX01000046.1,279695,283457,+,1260,Rsub_06236,GO:0003723; GO:0004826,K01890,A0A2V0P9Z3,phenylalanyl-tRNA synthetase
Gene06237,8.753042437,6.723985297,9.878384501,8.093517193,6.479890669,4.643692211,12.77488068,10.80263758,11.89451291,BDRX01000046.1,284115,290467,+,4950,Rsub_06237,-,-,A0A2V0P285,hypothetical protein
Gene06238,132.1835133,115.131341,138.7759295,127.3402811,105.1310804,133.7659192,176.2454226,206.323668,201.9816037,BDRX01000046.1,291102,292740,+,1254,Rsub_06238,GO:0046872,-,A0A2V0P328,hypothetical protein
Gene06239,41.32563648,47.67816951,34.79876526,39.68859928,44.01494324,40.97420939,22.45666877,17.64416214,21.50318303,BDRX01000046.1,294377,295537,-,519,Rsub_06239,GO:0006457; GO:0016272; GO:0051082,K04797,A0A2V0P808,prefoldin subunit 5
Gene06240,134.2048573,196.3133573,190.1608897,160.2776314,173.6466416,103.3669659,86.93856105,35.12093827,66.85010922,BDRX01000046.1,295905,298489,+,1047,Rsub_06240,GO:0016887,K03609,A0A2V0P288,"septum site-determining, chloroplastic"
Gene06241,11.00891334,17.04076571,17.08943488,19.86176233,14.29036394,13.59601921,12.28602114,14.97654841,18.83925884,BDRX01000046.1,298874,303123,+,1470,Rsub_06241,GO:0005774; GO:0015369; GO:0016021,K07300,A0A2V0P502,calcium proton exchanger
Gene06242,14.07570303,14.52169599,14.57813752,15.41729127,16.35958301,14.57415224,16.33467464,15.278016,17.9266639,BDRX01000046.1,303741,313009,+,6000,Rsub_06242,GO:0005524; GO:0016307; GO:0046872,-,A0A2V0P7Y9,1-phosphatidylinositol-3-phosphate 5-kinase
Gene06243,141.6406791,136.4520792,250.9745257,253.7115166,227.1478981,265.2424277,338.5044544,381.8939152,318.6427877,BDRX01000046.1,313759,315428,+,840,Rsub_06243,GO:0005737; GO:0120009; GO:0120013,-,A0A2V0P287,hypothetical protein
Gene06244,268.3420362,310.513302,347.5009086,374.0635873,372.3461406,297.5798922,394.802947,356.1472943,347.378607,BDRX01000046.1,316133,316985,+,243,Rsub_06244,GO:0016021,-,A0A2V0PA64,hypothetical protein
Gene06245,6.37172542,4.867820767,8.72678926,6.827679858,3.689305535,2.401400982,5.670632119,2.867495496,5.792538016,BDRX01000046.1,317436,330054,+,7992,Rsub_06245,GO:0004198; GO:0005524; GO:0006139; GO:0019205,-,A0A2V0P2A1,adenylate kinase
Gene06246,41.62151603,37.81538094,35.67963367,43.08716548,46.86143792,41.58135298,23.7953828,22.96093881,21.68106234,BDRX01000046.1,330329,331466,-,591,Rsub_06246,GO:0005742; GO:0045040,-,A0A2V0PA04,hypothetical protein
Gene06247,16.11364724,14.27239649,17.04189372,18.41772445,15.22849653,12.37114217,21.04899496,9.740602353,18.56115991,BDRX01000046.1,331844,333834,-,1398,Rsub_06247,-,-,A0A2V0P296,hypothetical protein
Gene06248,5.34531942,7.84007159,3.576341823,2.139717861,3.725054537,2.982174612,2.734835846,1.408196098,1.591553163,BDRX01000042.1,525,11060,-,5829,Rsub_06248,-,-,A0A2V0P0Y2,hypothetical protein
Gene06249,0.374175783,0.482657526,0.3007872,0.227572244,0.317633611,0.212521833,0.649573064,0.205696191,0.353961861,BDRX01000042.1,12088,16553,-,2076,Rsub_06249,GO:0000287; GO:0003824; GO:0030976,-,A0A2V0P1T3,pyruvate decarboxylase-like
Gene06250,5.221944831,9.283275978,8.736669017,6.543689189,5.878604574,4.36494614,5.937682545,2.672067614,4.124302182,BDRX01000042.1,17118,19894,+,1314,Rsub_06250,GO:0016021,-,A0A2V0P6P8,hypothetical protein
Gene06251,1.240876878,2.041388574,1.790382398,2.11315006,1.655290082,2.114354594,3.692871785,2.475948327,2.983513989,BDRX01000042.1,20555,21992,-,939,Rsub_06251,GO:0005509,K13448,A0A2V0P0X8,hypothetical protein
Gene06252,174.7844912,226.7076423,194.5430507,167.2651571,191.4506854,148.06458,122.3512759,90.9021837,103.8177869,BDRX01000042.1,22439,24142,-,618,Rsub_06252,GO:0003755; GO:0006457,K01802,A0A2V0P3P9,peptidyl-prolyl cis-trans isomerase-like
Gene06253,551.3661865,555.5515659,561.513959,513.3161404,647.4326662,513.5527829,690.3883165,564.0440791,662.2838532,BDRX01000042.1,24688,27512,-,1239,Rsub_06253,GO:0003743; GO:0004386; GO:0005524,K03257,A0A2V0P6N5,eukaryotic initiation factor 4A
Gene06254,2.915138013,1.691447545,6.807764368,5.413374744,2.408549671,2.966370084,4.211064771,2.171670431,4.479578405,BDRX01000042.1,28110,33488,-,3168,Rsub_06254,GO:0005524,K14571,A0A2V0P0Z6,ribosome biogenesis ATPase
Gene06255,0.698300005,0.634443029,0.310895806,0,0.457286669,0.214172488,0.233792247,0.614203944,0.520203657,BDRX01000042.1,33706,34806,-,618,Rsub_06255,-,-,A0A2V0P8X5,hypothetical protein
Gene06256,1.682771257,1.315172467,4.168936781,3.743863974,4.20646215,2.941302168,4.361769316,2.924421986,3.523924071,BDRX01000042.1,35290,36806,+,795,Rsub_06256,GO:0000027; GO:0005730; GO:0005737,K14815,A0A2V0P0Z1,hypothetical protein
Gene06257,37.14275631,35.11271621,35.92241606,34.34275222,32.06458946,25.84952098,29.12312054,26.64345839,30.14665939,BDRX01000042.1,37195,41136,+,2340,Rsub_06257,GO:0005516,-,A0A2V0P8Q5,hypothetical protein
Gene06258,356.1220726,484.2669925,581.4130056,698.3895322,574.6264281,697.4722619,2168.650106,2405.231991,2247.60549,BDRX01000042.1,41670,44149,+,345,Rsub_06258,GO:0006633,-,A0A2V0P0Z2,hypothetical protein
Gene06259,202.3329988,199.1971987,159.8488625,154.8338124,164.5944642,136.8187689,145.7994885,157.2500544,138.4698073,BDRX01000042.1,44833,47053,-,732,Rsub_06259,GO:0005509,-,A0A2V0P1U2,hypothetical protein
Gene06260,0.989301605,1.556538666,0.952335109,0.751298601,1.031114385,0.856513023,0.736044819,0.411562308,0.720862847,BDRX01000042.1,47468,52827,+,4842,Rsub_06260,GO:0000228; GO:0006338,-,A0A2V0P6Q8,hypothetical protein
Gene06261,11.27913212,7.590886543,10.05244494,11.85573808,8.51912939,9.943606761,9.349475935,6.290355732,10.43785259,BDRX01000042.1,52979,54583,-,1056,Rsub_06261,GO:0003824; GO:0009058,-,A0A2V0P0Y8,hypothetical protein
Gene06262,1.549151703,1.973461251,2.134817869,2.180492205,1.610274424,0.942725054,0.98792211,0.608298137,0.588801941,BDRX01000042.1,54836,56561,-,1170,Rsub_06262,GO:0008146; GO:0016021,-,A0A2V0P3Q8,hypothetical protein
Gene06263,2.693357976,2.34818914,2.11210704,2.177914791,3.240249013,2.941302168,2.459295466,1.817128902,1.954321337,BDRX01000042.1,56961,58370,-,1410,Rsub_06263,-,-,A0A2V0P6P5,hypothetical protein
Gene06264,9.97219635,13.29401638,10.09397579,10.42258888,11.49070825,13.85395949,11.82702647,8.289898762,10.05798871,BDRX01000042.1,58871,60695,-,1242,Rsub_06264,GO:0016021,-,A0A2V0P107,hypothetical protein
Gene06265,2.432099728,2.335448016,1.980758847,2.045616398,2.751577172,2.213557302,3.144545892,1.760929039,2.367348011,BDRX01000042.1,61458,62912,-,1455,Rsub_06265,-,-,A0A2V0P8Y4,hypothetical protein
Gene06266,3.044769006,1.56821771,2.55901494,2.993140247,2.916231327,1.651703161,2.461803746,2.459468924,2.083061727,BDRX01000042.1,63583,64971,-,1389,Rsub_06266,-,-,A0A2V0P101,hypothetical protein
Gene06267,1.941972314,2.275065706,1.654483848,1.83726658,2.250358507,1.446140233,3.933164901,3.294948241,3.010740593,BDRX01000042.1,65888,67687,-,1800,Rsub_06267,-,-,A0A2V0P8R4,hypothetical protein
Gene06268,4.272676167,6.051473062,2.940613594,3.500663546,3.758496763,3.231893136,2.124908465,1.492430007,1.434901754,BDRX01000042.1,69029,77343,-,4737,Rsub_06268,GO:0005634,-,A0A2V0P102,hypothetical protein
Gene06269,0.567828162,0.334381158,0.316009224,0.103605258,0.413162517,0.338636763,0.158425009,0.104050997,0.100716122,BDRX01000042.1,78817,79728,+,912,Rsub_06269,-,-,A0A2V0P1V1,hypothetical protein
Gene06270,36.63866727,39.22099089,37.01719445,34.79365648,34.75508964,32.24119684,48.77865419,41.43186198,46.12281873,BDRX01000042.1,80224,81174,-,702,Rsub_06270,GO:0003677; GO:0005634,-,A0A2V0P6S5,hypothetical protein
Gene06271,24.72348976,21.43465174,34.1752335,35.58512351,25.69781452,22.59392855,36.40004359,35.93377865,32.60524876,BDRX01000042.1,81620,84841,-,1941,Rsub_06271,GO:0016021,-,A0A2V0P100,hypothetical protein
Gene06272,1.104605802,0.734954946,0.922107195,1.236753868,0.712398894,0.744308577,1.737053274,5.271917185,1.095397678,BDRX01000042.1,85896,90265,+,1719,Rsub_06272,GO:0016021; GO:0055085,-,A0A2V0P3R9,hypothetical protein
Gene06273,100.1698614,86.75918373,130.5433335,115.4086953,98.78504666,98.22231692,188.4849022,239.2565336,217.8996965,BDRX01000042.1,91393,93654,-,822,Rsub_06273,GO:0016021; GO:0016192,K08488,A0A2V0P6Q5,hypothetical protein
Gene06274,143.6253545,129.9331324,142.9873755,128.530479,112.2840929,108.6404375,88.26138171,124.9332204,126.7703107,BDRX01000042.1,94862,97584,-,2115,Rsub_06274,GO:0046872,-,A0A2V0P115,hypothetical protein
Gene06275,4.370120537,3.30874086,8.251669429,7.261735642,4.059900751,5.026275857,5.428658792,2.259393079,6.062636986,BDRX01000042.1,98231,101634,-,1659,Rsub_06275,GO:0003677; GO:0003899; GO:0005634; GO:0006351,-,A0A2V0P8Z3,hypothetical protein
Gene06276,0,0,0,0,0,0,0,0,0.032229159,BDRX01000042.1,102527,103951,+,1425,Rsub_06276,-,-,A0A2V0P112,hypothetical protein
Gene06277,6.496442626,5.738412127,5.487687061,6.476999694,6.457330299,5.633542459,8.738927939,6.919391305,8.765551479,BDRX01000042.1,105073,108455,+,1488,Rsub_06277,-,-,A0A2V0P8S4,hypothetical protein
Gene06278,2.557523768,3.163403436,2.137408667,1.309147996,1.838673481,1.115481708,1.626804385,0.499040704,1.569900321,BDRX01000042.1,108873,117148,-,4944,Rsub_06278,GO:0005524,-,A0A2V0P111,hypothetical protein
Gene06279,9.21710116,6.887069404,9.592650937,7.641143122,8.09943343,6.813640838,9.090668814,6.392127408,8.350282075,BDRX01000042.1,118262,122990,+,2739,Rsub_06279,GO:0003690; GO:0006355; GO:0016021,-,A0A2V0P1V9,hypothetical protein
Gene06280,0.820882017,0.434072435,0.826661811,0.770282572,0.255981124,0.559486825,1.483225451,1.976968944,1.622405349,BDRX01000042.1,123473,125755,+,1104,Rsub_06280,GO:0016042; GO:0016787,-,A0A2V0P6T5,hypothetical protein
Gene06281,3.855535419,5.098526493,4.667822769,4.961360267,4.675600893,3.572898402,5.988697117,5.23060122,5.566854717,BDRX01000042.1,126868,130092,-,1914,Rsub_06281,-,-,A0A2V0P110,hypothetical protein
Gene06282,15.90251646,12.41525218,5.208017218,5.606979955,10.45528179,9.211770526,5.962815593,2.711271695,4.104790676,BDRX01000042.1,131039,133515,+,1365,Rsub_06282,-,-,A0A2V0P3S8,hypothetical protein
Gene06283,9.119534555,8.603419891,11.29842287,7.487727948,5.213643228,6.548559544,6.300333457,5.610115646,6.123540188,BDRX01000042.1,134767,136913,+,795,Rsub_06283,-,-,A0A2V0P6R5,hypothetical protein
Gene06284,7.977696388,8.243757552,4.929191913,2.819510784,4.250702572,4.270667995,12.54855213,11.43016106,15.74338116,BDRX01000042.1,137050,139456,-,1374,Rsub_06284,GO:0016021,K21248,A0A2V0P125,hypothetical protein
Gene06285,1608.187498,1600.479143,1728.090589,2076.694494,2027.212492,2064.494545,2393.938803,2062.564378,2162.23338,BDRX01000042.1,140470,142247,+,648,Rsub_06285,-,K02995,-,40S ribosomal protein S8
Gene06286,943.9258869,1225.654948,217.265839,431.2628321,1102.872993,1286.699153,183.1046825,92.88513106,109.6088597,BDRX01000042.1,142962,144953,+,732,Rsub_06286,GO:0009522; GO:0009523; GO:0009535; GO:0009765; GO:0016021; GO:0016168; GO:0018298,K08911,A0A2V0P124,light-harvesting protein of photosystem I
Gene06287,58.16399763,60.54381714,66.02422074,61.147329,60.85946605,55.85922013,64.45870319,75.0304743,64.22411456,BDRX01000042.1,145504,148497,+,1383,Rsub_06287,GO:0016021; GO:0016746,K13506,A0A2V0P8T4,glycerol-3-phosphate acyltransferase
Gene06288,14.0253556,11.7081174,13.60946391,13.87792434,14.32641026,11.3975459,14.64903254,13.73993416,13.39524416,BDRX01000042.1,149347,150494,-,480,Rsub_06288,GO:0061630,K13125,A0A2V0P121,hypothetical protein
Gene06289,0.329655794,0.060507067,0.033356529,0.065616664,0,0.061277129,0.735796155,0.296545342,0.382721262,BDRX01000042.1,150614,152565,+,1440,Rsub_06289,GO:0000228; GO:0006338,-,A0A2V0P1W9,hypothetical protein
Gene06290,288.1548229,340.0650328,136.9053295,161.5664987,265.2137263,191.6500368,101.910731,70.47018415,82.16395696,BDRX01000042.1,152788,154190,-,474,Rsub_06290,GO:0004601; GO:0005623; GO:0045454; GO:0051920,-,A0A2V0P6U2,peroxiredoxin
Gene06291,11.97329705,13.37600006,7.800296058,9.970626748,9.011343409,9.601292087,7.916042549,3.743373149,6.129579182,BDRX01000042.1,154365,156563,+,1521,Rsub_06291,GO:0016491,-,A0A2V0P119,hypothetical protein
Gene06292,0.020462276,0,0.02277544,0,0,0.041839291,0.022836037,0,0,BDRX01000042.1,157282,161571,-,2109,Rsub_06292,GO:0004970; GO:0016021,-,A0A2V0P3T8,hypothetical protein
Gene06293,0.031615341,0,0,0,0,0,0,0.069519787,0,BDRX01000042.1,162052,164857,+,1365,Rsub_06293,GO:0016021,-,A0A2V0P6S4,hypothetical protein
Gene06294,1.323771175,1.069081914,3.339745745,4.106073426,2.167202158,2.706719787,6.10632838,4.123738902,6.621312627,BDRX01000042.1,165103,166424,+,978,Rsub_06294,-,-,A0A2V0P135,hypothetical protein
Gene06295,14.36564545,23.46112713,17.47451723,14.07583267,15.82678995,9.685739666,10.78879993,4.464123423,6.31695846,BDRX01000042.1,167342,172374,+,2232,Rsub_06295,GO:0006270; GO:0051301,K06628,A0A2V0P912,cell division control 45
Gene06296,1.071464445,0.460275626,0.761226657,0.748716288,0.572272646,0.792426892,1.322970179,1.10284163,1.3343689,BDRX01000042.1,172975,175530,+,1893,Rsub_06296,GO:0004722,-,A0A2V0P133,phosphatase 2C catalytic
Gene06297,0,0,0,0,0,0,0.131948501,0.086661652,0,BDRX01000042.1,176872,178410,+,1095,Rsub_06297,GO:0004722,-,A0A2V0P8U3,phosphatase 2C catalytic
Gene06298,57.3818437,53.08663957,51.43503491,60.10774808,60.96038889,61.41180351,53.51244763,48.89558356,51.53418895,BDRX01000042.1,179265,181668,-,819,Rsub_06298,GO:0007034,K12193,A0A2V0P131,vacuolar sorting-associated protein
Gene06299,47.51850753,67.90479438,55.93606973,47.68931394,57.91710033,39.50720778,35.16139232,17.32007754,30.85382717,BDRX01000042.1,182260,184332,-,1167,Rsub_06299,GO:0000502,K03039,A0A2V0P1X6,26S proteasome non-ATPase regulatory subunit 13
Gene06300,9.346586056,7.150276708,8.858952323,11.03159339,9.563558759,7.278603081,11.93843692,9.152262321,12.51129404,BDRX01000042.1,185521,186702,+,1182,Rsub_06300,-,-,A0A2V0P6V4,hypothetical protein
Gene06301,2.294156309,2.566334206,1.345763419,1.018189607,3.146802443,2.06017932,2.4910967,2.965453417,1.847619884,BDRX01000042.1,187909,189300,+,1392,Rsub_06301,-,-,A0A2V0P128,hypothetical protein
Gene06302,4.361057316,3.416869646,5.288745625,3.752916866,3.173187835,2.351267193,3.075149705,2.003805627,3.87916573,BDRX01000042.1,189667,194526,-,1989,Rsub_06302,GO:0008234,-,A0A2V0P3U6,hypothetical protein
Gene06303,0.476850169,0.080230365,0.973052343,1.044066249,1.734826036,1.787531704,0.798251981,1.310697643,1.014951412,BDRX01000042.1,194961,196049,-,543,Rsub_06303,-,-,A0A2V0P6T1,hypothetical protein
Gene06304,0,0,0,0,0,0,0.240806014,0,0,BDRX01000042.1,196656,197949,-,600,Rsub_06304,-,-,A0A2V0P144,hypothetical protein
Gene06305,0,0.195109159,0.061463086,0.120905944,0.030134694,0.028227468,0.123253238,0.121426116,0.205685131,BDRX01000042.1,198874,201134,+,1563,Rsub_06305,GO:0003723,-,A0A2V0P922,hypothetical protein
Gene06306,6.32643398,6.887676661,4.608197161,4.150904356,5.048955159,4.027553997,4.632244916,4.935164766,5.237829897,BDRX01000042.1,202422,207958,-,4086,Rsub_06306,-,-,A0A2V0P143,hypothetical protein
Gene06307,5.430571347,2.875100885,9.671154774,6.156516488,3.898701331,3.47922488,6.00668246,4.298912336,6.832473532,BDRX01000042.1,208239,210539,-,1788,Rsub_06307,GO:0003676,-,A0A2V0P8V0,hypothetical protein
Gene06308,12.76904621,14.90552937,16.39906898,11.62021972,11.13536686,10.10667705,6.188113437,6.375071662,5.057990244,BDRX01000042.1,212131,214172,-,1362,Rsub_06308,GO:0004674; GO:0005524,-,A0A2V0P138,calcium-dependent kinase
Gene06309,5.753992041,11.52934652,8.345197123,7.635393579,7.802511525,6.595647286,7.297151949,4.505092867,7.886377515,BDRX01000042.1,215088,215865,-,495,Rsub_06309,-,-,A0A2V0P1Y7,hypothetical protein
Gene06310,0.119874834,0.121014133,0.053370447,0.052493331,0.052333919,0.073532554,0.026756224,0.052719172,0.178603255,BDRX01000042.1,216271,219098,+,1800,Rsub_06310,GO:0005509,K16465,A0A2V0P6W3,centrin
Gene06311,0.348304603,0.550863367,0.2455299,0.165233245,0.329462927,0.284871881,0.336882237,0.268063586,0.469520838,BDRX01000042.1,219380,225156,-,3717,Rsub_06311,GO:0004519; GO:0005524; GO:0006298; GO:0016887; GO:0030983; GO:0045910,-,A0A2V0P139,DNA mismatch repair protein
Gene06312,11.2616358,9.370268669,9.449996528,10.35418911,8.354221895,9.084755932,8.100508127,5.078452334,6.741512134,BDRX01000042.1,225557,227295,-,981,Rsub_06312,GO:0016021,-,A0A2V0P3V6,hypothetical protein
Gene06313,1.150798408,1.47451067,1.08383061,1.308295323,0.772931723,1.22177167,0.44456495,0.924613168,0.706562329,BDRX01000042.1,227642,229421,+,975,Rsub_06313,-,-,A0A2V0P6U0,hypothetical protein
Gene06314,148.9771207,132.9957306,114.6143554,129.7260929,131.1975072,150.4141158,182.3132003,208.2668274,220.841536,BDRX01000042.1,230290,230592,+,303,Rsub_06314,-,-,A0A2V0P154,hypothetical protein
Gene06315,68.64014127,58.54416023,57.74093999,73.77999651,69.59999118,64.50020896,104.2860692,94.89450933,115.3588181,BDRX01000042.1,230812,231192,+,381,Rsub_06315,-,-,A0A2V0P931,hypothetical protein
Gene06316,15.33665817,9.939786826,12.10001731,14.10507821,14.82128539,11.71281907,18.99487645,20.52425774,21.22983081,BDRX01000042.1,232262,233440,+,1179,Rsub_06316,-,-,A0A2V0P152,hypothetical protein
Gene06317,104.4243,78.25580619,88.80249328,55.99288624,101.7603976,148.8353366,1.635102566,1.317979296,0.425245846,BDRX01000042.1,233873,234516,-,324,Rsub_06317,GO:0005739,-,A0A2V0P8V9,hypothetical protein
Gene06318,16.85479107,18.12685022,18.27721099,18.63452348,18.57793404,16.8220646,15.19703849,13.39384993,14.7050211,BDRX01000042.1,235406,237634,+,1293,Rsub_06318,GO:0003824,-,A0A2V0P148,hypothetical protein
Gene06319,9.469610332,7.615282697,9.021615261,8.895313387,7.401198554,7.650667424,5.776657527,4.89692726,6.405376766,BDRX01000042.1,237916,241379,-,2151,Rsub_06319,GO:0008236,K03797,A0A2V0P1Z6,hypothetical protein
Gene06320,169.1542887,170.167874,162.8768997,159.8421924,166.4932261,162.7743359,139.5215453,146.0081428,139.1017822,BDRX01000042.1,241587,243325,+,660,Rsub_06320,GO:0016021; GO:0016192,K08515,A0A2V0P6X3,hypothetical protein
Gene06321,59.78344941,49.82673672,76.97095618,95.78828905,86.27894681,90.26289681,110.3141925,88.21997198,88.62279493,BDRX01000042.1,243935,244261,+,327,Rsub_06321,-,-,A0A2V0P147,hypothetical protein
Gene06322,1.949963969,2.38801223,5.728427947,4.864381992,4.186713501,2.483766275,3.959921125,0.84350675,2.755593085,BDRX01000042.1,245670,248495,+,1350,Rsub_06322,GO:0003824; GO:0009058; GO:0030170,K01762,A0A2V0P3W8,1-aminocyclopropane-1-carboxylate synthase
Gene06323,0.235819346,0.119030295,0.524955214,0.129081961,0.450414875,0.120545171,0.197381979,0.259274616,0.815635476,BDRX01000042.1,248607,249338,+,732,Rsub_06323,-,-,A0A2V0P6V9,hypothetical protein
Gene06324,2.094364919,3.449598282,1.901705573,1.568766209,2.586618974,1.183282481,1.414696891,0.302983746,1.466364988,BDRX01000042.1,249641,251292,-,783,Rsub_06324,-,-,A0A2V0P167,hypothetical protein
Gene06325,0.442614772,0.491503557,0.44338525,0.242276912,0.048308233,0.271504816,0.543357161,0.243319255,0.141312466,BDRX01000042.1,252091,253688,-,975,Rsub_06325,GO:0016021,-,A0A2V0P940,hypothetical protein
Gene06326,6.003180672,1.753275632,10.37992153,9.630666212,4.326820056,5.770665015,8.82744707,7.513519768,21.59713157,BDRX01000042.1,256274,259178,-,2286,Rsub_06326,GO:0003723,-,A0A2V0P158,hypothetical protein
Gene06327,0,0,0,0,0,0,0.118042164,0,0,BDRX01000042.1,259628,261552,-,1224,Rsub_06327,-,-,A0A2V0P8X3,hypothetical protein
Gene06328,5.284992689,3.745254928,9.700176082,5.709128684,4.278393359,4.615912161,7.694855608,8.889145035,8.75323567,BDRX01000042.1,261766,264783,+,1233,Rsub_06328,GO:0031514,-,A0A2V0P162,flagellar associated protein
Gene06331,0,0,0,0,0,0.018734409,0,0,0,BDRX01000042.1,265809,269555,+,2355,Rsub_06331,-,K00476,A0A2V0P206,hypothetical protein
Gene06332,14.28734449,15.08022276,16.44582544,13.96655138,16.58819461,14.93941938,18.4872189,15.20745342,17.83723528,BDRX01000042.1,269898,272075,+,1326,Rsub_06332,GO:0008270,-,A0A2V0P6Y4,hypothetical protein
Gene06333,266.7934309,296.199571,364.626892,305.6511678,283.8824349,176.5217049,254.6954674,212.3528242,237.2758424,BDRX01000042.1,272869,278437,-,2025,Rsub_06333,GO:0005524; GO:0051301,K13525,A0A2V0P157,cell division cycle 48
Gene06334,434.0195511,362.3823228,312.2979776,270.9769367,405.2706952,410.8909998,202.6175858,141.3033561,180.2269214,BDRX01000042.1,279923,280783,-,594,Rsub_06334,GO:0005623; GO:0045454,-,A0A2V0P3X7,thioredoxin
Gene06335,3.729439286,1.997693629,6.579531262,4.610525355,2.436711562,3.26811352,5.577752478,4.016698808,6.74993407,BDRX01000042.1,281479,284189,+,1701,Rsub_06335,GO:0006364; GO:0034511,K14793,A0A2V0P6W9,hypothetical protein
Gene06336,42.49552695,47.48520626,0.407753837,1.684420973,36.11840064,39.65015147,3.270709872,2.282408968,2.209256859,BDRX01000042.1,284357,287572,+,1767,Rsub_06336,GO:0016117; GO:0016705,K06444,A0A2V0P175,chloroplast lycopene epsilon-cyclase precursor
Gene06337,11.95489608,10.71503782,10.66372615,9.662850029,8.017759594,9.994716105,9.414034476,5.404994706,6.68833273,BDRX01000042.1,288473,291939,+,1545,Rsub_06337,GO:0071949,-,A0A2V0P950,zeaxanthin epoxidase
Gene06338,20.97558814,19.53441532,17.81992321,16.86814983,18.65627564,15.07571195,16.624683,17.6355556,16.10952257,BDRX01000042.1,292885,294318,-,1434,Rsub_06338,-,-,A0A2V0P168,hypothetical protein
Gene06339,41.33865494,41.84155336,41.80684993,44.5000282,45.95076655,42.74543934,56.26914948,53.03868198,57.91075254,BDRX01000042.1,295366,296553,-,1188,Rsub_06339,-,-,A0A2V0P8Y2,hypothetical protein
Gene06340,16.15720965,11.6173568,20.23807339,19.70389667,14.99680776,11.60049575,33.44313927,32.97267884,32.33229219,BDRX01000042.1,297644,299518,-,1875,Rsub_06340,-,-,A0A2V0P171,hypothetical protein
Gene06341,113.5888014,139.1817832,99.27535315,68.27760388,76.78052327,46.80532177,47.55898973,39.203704,60.99360365,BDRX01000042.1,300917,307596,-,3039,Rsub_06341,GO:0005524; GO:0005886; GO:0008553; GO:0016021; GO:0120029,K01535,A0A2V0P215,H+-transporting ATPase
Gene06342,2109.477415,2336.944266,2698.765589,2580.747123,2296.150686,2913.114689,3410.169913,3545.100711,3614.419596,BDRX01000042.1,309472,310404,+,540,Rsub_06342,-,-,A0A2V0P6Z4,hypothetical protein
Gene06343,0.026638852,0.295812326,0.088950745,0,0.087223198,0.245108514,0.297291376,0.292884288,0.481945293,BDRX01000042.1,311824,315247,+,1620,Rsub_06343,GO:0004970; GO:0016021,-,A0A2V0P165,hypothetical protein
Gene06344,31.96040326,41.14951404,39.04660795,41.52998636,44.30565127,36.66613549,24.89265803,25.72367374,21.16135848,BDRX01000042.1,315675,326093,+,3084,Rsub_06344,-,K18460,A0A2V0P3Y7,exportin
Gene06345,0,0,0.062179161,0.061157279,0.060971556,0,0.0311723,0.030710197,0.148629616,BDRX01000042.1,326804,328763,-,1545,Rsub_06345,-,-,A0A2V0P6X8,hypothetical protein
Gene06346,28.94646303,26.19250689,28.38783884,18.83963101,13.62929357,13.53359893,25.11473769,23.52956903,31.65081355,BDRX01000042.1,329475,330804,+,978,Rsub_06346,GO:0003676,-,A0A2V0P183,hypothetical protein
